,state,state_code,constituency,constituency_code,candidate_name,party,evm_votes,postal_votes,total_votes,percent_of_votes,migrant_votes
226,Andhra Pradesh,S01,Narsapuram,9,KANUMURU RAGHU RAMA KRISHNA RAJU,Yuvajana Sramika Rythu Congress Party,442736,4858,447594,38.11,0
227,Andhra Pradesh,S01,Narsapuram,9,PYDIKONDALA MANIKYALA RAO,Bharatiya Janata Party,12118,260,12378,1.05,0
228,Andhra Pradesh,S01,Narsapuram,9,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),Telugu Desam,413674,2011,415685,35.39,0
229,Andhra Pradesh,S01,Narsapuram,9,YELLA VENU GOPAL RAO,Nava Samaj Party,4268,2,4270,0.36,0
230,Andhra Pradesh,S01,Narsapuram,9,GANJI PURNIMA,Republican Party of India (A),865,2,867,0.07,0
231,Andhra Pradesh,S01,Narsapuram,9,GURUGUBILLI RAMBABU,Marxist Communist Party of India (United),582,0,582,0.05,0
232,Andhra Pradesh,S01,Narsapuram,9,G S RAJU,Samajwadi Party,3459,3,3462,0.29,0
233,Andhra Pradesh,S01,Narsapuram,9,DASARI KRISHNA MURTHY,India Praja Bandhu Party,1600,0,1600,0.14,0
234,Andhra Pradesh,S01,Narsapuram,9,NALLAM SURYA CHANDRA RAO,Pyramid Party of India,2194,9,2203,0.19,0
235,Andhra Pradesh,S01,Narsapuram,9,NAGABABU KONIDELA,Janasena Party,248675,1614,250289,21.31,0
236,Andhra Pradesh,S01,Narsapuram,9,K.A.PAUL,Praja Shanthi Party,3018,19,3037,0.26,0
237,Andhra Pradesh,S01,Narsapuram,9,GOTTUMUKKALA SHIVAJI,Independent,1273,0,1273,0.11,0
238,Andhra Pradesh,S01,Narsapuram,9,NALLI RAJESH,Independent,2646,2,2648,0.23,0
239,Andhra Pradesh,S01,Narsapuram,9,MEDAPATI VARAHALA REDDY,Independent,2674,3,2677,0.23,0
240,Andhra Pradesh,S01,Narsapuram,9,NOTA,None of the Above,12031,35,12066,1.03,0
241,Andhra Pradesh,S01,Nellore,22,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,677014,6816,683830,53.13,0
242,Andhra Pradesh,S01,Nellore,22,Chandra Rajagopal,Communist Party of India  (Marxist),18571,259,18830,1.46,0
243,Andhra Pradesh,S01,Nellore,22,Chevuru Devakumar Reddy,Indian National Congress,9973,48,10021,0.78,0
244,Andhra Pradesh,S01,Nellore,22,Beeda Masthan Rao,Telugu Desam,529571,5688,535259,41.59,0
245,Andhra Pradesh,S01,Nellore,22,Sannapureddy Suresh Reddy,Bharatiya Janata Party,12278,235,12513,0.97,0
246,Andhra Pradesh,S01,Nellore,22,Chinni Venkateswarlu,Pyramid Party of India,836,5,841,0.07,0
247,Andhra Pradesh,S01,Nellore,22,Shaik Mahaboob Basha (Mabu),Republican Party of India (A),1317,2,1319,0.1,0
248,Andhra Pradesh,S01,Nellore,22,Kankanala Penchala Naidu,Independent,667,1,668,0.05,0
249,Andhra Pradesh,S01,Nellore,22,Narasapuram Prasad,Independent,2397,2,2399,0.19,0
250,Andhra Pradesh,S01,Nellore,22,Butti Nagaraju,Independent,1089,12,1101,0.09,0
251,Andhra Pradesh,S01,Nellore,22,Meda Malla Reddy,Independent,597,1,598,0.05,0
252,Andhra Pradesh,S01,Nellore,22,Sukapalli Naveen,Independent,1014,0,1014,0.08,0
253,Andhra Pradesh,S01,Nellore,22,Dr. S. Suresh Babu,Independent,1482,0,1482,0.12,0
254,Andhra Pradesh,S01,Nellore,22,NOTA,None of the Above,17128,33,17161,1.33,0
255,Andhra Pradesh,S01,Ongole,16,THOGANTI SREENIVASULU,Bharatiya Janata Party,7587,642,8229,0.61,0
256,Andhra Pradesh,S01,Ongole,16,MAGUNTA SREENIVASULU REDDY,Yuvajana Sramika Rythu Congress Party,729344,9858,739202,55.07,0
257,Andhra Pradesh,S01,Ongole,16,SIDDA RAGHAVA RAO,Telugu Desam,516287,8064,524351,39.06,0
258,Andhra Pradesh,S01,Ongole,16,DR SIRIVELLA PRASAD,Indian National Congress,8001,138,8139,0.61,0
259,Andhra Pradesh,S01,Ongole,16,KONDA PRAVEEN KUMAR,Navodayam Party,805,6,811,0.06,0
260,Andhra Pradesh,S01,Ongole,16,BELLAMKONDA SAIBABU,Janasena Party,29054,325,29379,2.19,0
261,Andhra Pradesh,S01,Ongole,16,MARAM SRINIVASA REDDY,Praja Shanthi Party,3253,5,3258,0.24,0
262,Andhra Pradesh,S01,Ongole,16,VENKATESAN BABURAO,India Praja Bandhu Party,1068,5,1073,0.08,0
263,Andhra Pradesh,S01,Ongole,16,KAVURI VENU BABU NAIDU,Independent,564,1,565,0.04,0
264,Andhra Pradesh,S01,Ongole,16,BILLA CHENNAIAH,Independent,671,2,673,0.05,0
265,Andhra Pradesh,S01,Ongole,16,MADHU YATTAPU,Independent,1160,0,1160,0.09,0
266,Andhra Pradesh,S01,Ongole,16,MOHAN AYYAPPA,Independent,1451,0,1451,0.11,0
267,Andhra Pradesh,S01,Ongole,16,VENKATESH VEPURI,Independent,3208,4,3212,0.24,0
268,Andhra Pradesh,S01,Ongole,16,NOTA,None of the Above,20843,22,20865,1.55,0
269,Andhra Pradesh,S01,Rajahmundry,8,NALLURI VIJAYA SRINIVASA RAO,Indian National Congress,12678,47,12725,1.02,0
270,Andhra Pradesh,S01,Rajahmundry,8,PARAVASTU SATYA GOPINATH DAS,Bharatiya Janata Party,12165,169,12334,0.99,0
271,Andhra Pradesh,S01,Rajahmundry,8,MAGANTI ROOPA,Telugu Desam,459100,1290,460390,36.82,0
272,Andhra Pradesh,S01,Rajahmundry,8,MARGANI BHARAT,Yuvajana Sramika Rythu Congress Party,578471,3553,582024,46.55,0
273,Andhra Pradesh,S01,Rajahmundry,8,AKULA SATYANARAYANA,Janasena Party,155164,643,155807,12.46,0
274,Andhra Pradesh,S01,Rajahmundry,8,GEDDAM DAVID NELSON BABU,Ambedkarite Party of India,1752,5,1757,0.14,0
275,Andhra Pradesh,S01,Rajahmundry,8,BANDARU RAJESWARA RAO,Jana Jagruti Party,1034,1,1035,0.08,0
276,Andhra Pradesh,S01,Rajahmundry,8,MEDA SRINIVAS,Rashtriya Praja Congress  (Secular),994,2,996,0.08,0
277,Andhra Pradesh,S01,Rajahmundry,8,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1156,5,1161,0.09,0
278,Andhra Pradesh,S01,Rajahmundry,8,KURUVELLA BHANUCHANDAR,Independent,1242,0,1242,0.1,0
279,Andhra Pradesh,S01,Rajahmundry,8,KOLLAPU VENU,Independent,2868,1,2869,0.23,0
280,Andhra Pradesh,S01,Rajahmundry,8,NOTA,None of the Above,18064,23,18087,1.45,0
281,Andhra Pradesh,S01,Rajampet,24,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,695277,6934,702211,57.35,0
282,Andhra Pradesh,S01,Rajampet,24,M.SHAJAHAN BASHA (JAHA),Indian National Congress,20959,191,21150,1.73,0
283,Andhra Pradesh,S01,Rajampet,24,D A SATHYA PRABHA,Telugu Desam,429710,4217,433927,35.44,0
284,Andhra Pradesh,S01,Rajampet,24,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3449,11,3460,0.28,0
285,Andhra Pradesh,S01,Rajampet,24,KARIMULLA KHAN PATTAN,Navataram Party,1132,3,1135,0.09,0
286,Andhra Pradesh,S01,Rajampet,24,KHADER VALI SHAIK,Indian Union Muslim League,1555,2,1557,0.13,0
287,Andhra Pradesh,S01,Rajampet,24,SYED MUKARRAM,Janasena Party,33833,153,33986,2.78,0
288,Andhra Pradesh,S01,Rajampet,24,NARESH KUMAR POOJALA,Independent,1761,7,1768,0.14,0
289,Andhra Pradesh,S01,Rajampet,24,PASUPULETI VENKATARAMANA ROYAL,Independent,3809,12,3821,0.31,0
290,Andhra Pradesh,S01,Rajampet,24,NOTA,None of the Above,21289,50,21339,1.74,0
291,Andhra Pradesh,S01,Srikakulam,2,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,529213,5331,534544,46.19,0
292,Andhra Pradesh,S01,Srikakulam,2,DOLA JAGAN,Indian National Congress,13456,289,13745,1.19,0
293,Andhra Pradesh,S01,Srikakulam,2,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,520931,6960,527891,45.61,0
294,Andhra Pradesh,S01,Srikakulam,2,PERLA SAMBA MURTHY,Bharatiya Janata Party,7357,1033,8390,0.72,0
295,Andhra Pradesh,S01,Srikakulam,2,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1441,7,1448,0.13,0
296,Andhra Pradesh,S01,Srikakulam,2,METTA RAMARAO,Janasena Party,31319,637,31956,2.76,0
297,Andhra Pradesh,S01,Srikakulam,2,NAMBALLA KRISHNA MOHAN,Independent,4829,7,4836,0.42,0
298,Andhra Pradesh,S01,Srikakulam,2,NAIDUGARI RAJASEKHAR,Independent,5151,5,5156,0.45,0
299,Andhra Pradesh,S01,Srikakulam,2,BETHA VIVEKANANDA MAHARAJ,Independent,3814,4,3818,0.33,0
300,Andhra Pradesh,S01,Srikakulam,2,NOTA,None of the Above,25500,45,25545,2.21,0
301,Andhra Pradesh,S01,Tirupati,23,Chintamohan,Indian National Congress,23926,113,24039,1.83,0
302,Andhra Pradesh,S01,Tirupati,23,Doctor Daggumati Sreehari Rao,Bahujan Samaj Party,20847,124,20971,1.6,0
303,Andhra Pradesh,S01,Tirupati,23,Panabaka Lakshmi,Telugu Desam,490605,3896,494501,37.65,0
304,Andhra Pradesh,S01,Tirupati,23,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,717924,4953,722877,55.03,0
305,Andhra Pradesh,S01,Tirupati,23,Bommi Srihari Rao,Bharatiya Janata Party,16001,124,16125,1.23,0
306,Andhra Pradesh,S01,Tirupati,23,Karra Siva (Pyramid Siva),Pyramid Party of India,998,5,1003,0.08,0
307,Andhra Pradesh,S01,Tirupati,23,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),912,1,913,0.07,0
308,Andhra Pradesh,S01,Tirupati,23,Bokkam. Ramesh,Viduthalai Chiruthaigal Katchi,1194,1,1195,0.09,0
309,Andhra Pradesh,S01,Tirupati,23,Viruvuru Sudhakar,Vishwa Jana Party,995,3,998,0.08,0
310,Andhra Pradesh,S01,Tirupati,23,M. Solomon,Andhra Rastra Praja Samithi,1563,0,1563,0.12,0
311,Andhra Pradesh,S01,Tirupati,23,Kattamanchi Prabhakar,Independent,1430,0,1430,0.11,0
312,Andhra Pradesh,S01,Tirupati,23,K.S. Munirathnam,Independent,2117,2,2119,0.16,0
313,Andhra Pradesh,S01,Tirupati,23,NOTA,None of the Above,25750,31,25781,1.96,0
314,Andhra Pradesh,S01,Vijayawada,12,KILARU DILEEP,Bharatiya Janata Party,18411,93,18504,1.45,0
315,Andhra Pradesh,S01,Vijayawada,12,KESINENI SRINIVAS (NANI),Telugu Desam,573929,1569,575498,45.04,0
316,Andhra Pradesh,S01,Vijayawada,12,NARAHARISETTY. NARASIMHARAO.,Indian National Congress,16204,57,16261,1.27,0
317,Andhra Pradesh,S01,Vijayawada,12,POTLURI.V.PRASAD ( P V P ),Yuvajana Sramika Rythu Congress Party,564174,2598,566772,44.36,0
318,Andhra Pradesh,S01,Vijayawada,12,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,2457,0,2457,0.19,0
319,Andhra Pradesh,S01,Vijayawada,12,DATLA LURDU MARY,Mundadugu Praja Party,433,1,434,0.03,0
320,Andhra Pradesh,S01,Vijayawada,12,PADALA SIVA PRASAD,Navarang Congress Party,480,0,480,0.04,0
321,Andhra Pradesh,S01,Vijayawada,12,Muttamsetty Prasad babu,Janasena Party,81416,234,81650,6.39,0
322,Andhra Pradesh,S01,Vijayawada,12,SEKHAR,Pyramid Party of India,683,2,685,0.05,0
323,Andhra Pradesh,S01,Vijayawada,12,Sk. Riyaz,Indian Union Muslim League,412,0,412,0.03,0
324,Andhra Pradesh,S01,Vijayawada,12,ANIL KUMAR MADDINENI,Independent,1049,0,1049,0.08,0
325,Andhra Pradesh,S01,Vijayawada,12,DHANEKULA GANDHI,Independent,687,1,688,0.05,0
326,Andhra Pradesh,S01,Vijayawada,12,NANDINI NALLAGHATLA,Independent,951,2,953,0.07,0
327,Andhra Pradesh,S01,Vijayawada,12,BOLISETTY HARI BABU,Independent,1739,0,1739,0.14,0
328,Andhra Pradesh,S01,Vijayawada,12,MOHAMMAD ISHAQ,Independent,1218,0,1218,0.1,0
329,Andhra Pradesh,S01,Vijayawada,12,NOTA,None of the Above,8889,22,8911,0.7,0
330,Andhra Pradesh,S01,Visakhapatnam,4,DAGGUBATI PURANDESWARI,Bharatiya Janata Party,33430,462,33892,2.73,0
331,Andhra Pradesh,S01,Visakhapatnam,4,PEDADA. RAMANIKUMARI,Indian National Congress,14550,83,14633,1.18,0
332,Andhra Pradesh,S01,Visakhapatnam,4,BHARAT MATHUKUMILLI,Telugu Desam,431093,1399,432492,34.89,0
333,Andhra Pradesh,S01,Visakhapatnam,4,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,433968,2938,436906,35.24,0
334,Andhra Pradesh,S01,Visakhapatnam,4,GEORGE BANGARI,Viduthalai Chiruthaigal Katchi,3027,1,3028,0.24,0
335,Andhra Pradesh,S01,Visakhapatnam,4,B. JAYA VENU GOPAL,Pyramid Party of India,1622,5,1627,0.13,0
336,Andhra Pradesh,S01,Visakhapatnam,4,V.V. LAKSHMI NARAYANA,Janasena Party,287072,1802,288874,23.3,0
337,Andhra Pradesh,S01,Visakhapatnam,4,ANMISH VARMA,Independent,1904,11,1915,0.15,0
338,Andhra Pradesh,S01,Visakhapatnam,4,R. UDAYA GOWRI,Independent,1384,0,1384,0.11,0
339,Andhra Pradesh,S01,Visakhapatnam,4,KOTHAPALLI GEETHA,Independent,1155,3,1158,0.09,0
340,Andhra Pradesh,S01,Visakhapatnam,4,GAMPALA SOMASUNDARAM,Independent,1127,1,1128,0.09,0
341,Andhra Pradesh,S01,Visakhapatnam,4,GANNU MALLAYYA,Independent,1311,2,1313,0.11,0
342,Andhra Pradesh,S01,Visakhapatnam,4,DURGAPRASAD. GUNTU,Independent,2463,1,2464,0.2,0
343,Andhra Pradesh,S01,Visakhapatnam,4,PULAPAKA RAJA SEKHAR,Independent,2294,0,2294,0.19,0
344,Andhra Pradesh,S01,Visakhapatnam,4,NOTA,None of the Above,16626,20,16646,1.34,0
345,Andhra Pradesh,S01,Vizianagaram,3,Ashok Gajapathi Raju Pusapati,Telugu Desam,527307,3075,530382,43.55,0
346,Andhra Pradesh,S01,Vizianagaram,3,Adiraju Yedla,Indian National Congress,15607,118,15725,1.29,0
347,Andhra Pradesh,S01,Vizianagaram,3,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,573466,4952,578418,47.49,0
348,Andhra Pradesh,S01,Vizianagaram,3,Sanyasi Raju Pakalapati,Bharatiya Janata Party,6902,364,7266,0.6,0
349,Andhra Pradesh,S01,Vizianagaram,3,P.V.A. Ananda Sagar,Samaanya Praja Party,4981,2,4983,0.41,0
350,Andhra Pradesh,S01,Vizianagaram,3,Chiranjeevi Lingala,Andhra Chaitanya Party,1261,2,1263,0.1,0
351,Andhra Pradesh,S01,Vizianagaram,3,Mukka Srinivas Rao,Janasena Party,33779,413,34192,2.81,0
352,Andhra Pradesh,S01,Vizianagaram,3,Lagudu. Govinda Rao,Jana Jagruti Party,787,4,791,0.06,0
353,Andhra Pradesh,S01,Vizianagaram,3,Surya Bhavani. K,Pyramid Party of India,822,8,830,0.07,0
354,Andhra Pradesh,S01,Vizianagaram,3,Yella Rao Siyyadula,Independent,1010,0,1010,0.08,0
355,Andhra Pradesh,S01,Vizianagaram,3,Dhanalakoti Ramana,Independent,1172,4,1176,0.1,0
356,Andhra Pradesh,S01,Vizianagaram,3,Pentapati Rajesh,Independent,1461,1,1462,0.12,0
357,Andhra Pradesh,S01,Vizianagaram,3,Ijjurouthu Ramunaidu,Independent,4550,3,4553,0.37,0
358,Andhra Pradesh,S01,Vizianagaram,3,Venkata Trindha Rao Veluri,Independent,6336,2,6338,0.52,0
359,Andhra Pradesh,S01,Vizianagaram,3,NOTA,None of the Above,29468,33,29501,2.42,0
360,Arunachal Pradesh,S02,ARUNACHAL EAST,2,Lowangcha Wanglat,Indian National Congress,80378,3557,83935,28.57,0
361,Arunachal Pradesh,S02,ARUNACHAL EAST,2,Mongol Yomso,People's Party of Arunachal,22160,777,22937,7.81,0
362,Arunachal Pradesh,S02,ARUNACHAL EAST,2,Tapir Gao,Bharatiya Janata Party,148567,5316,153883,52.38,0
363,Arunachal Pradesh,S02,ARUNACHAL EAST,2,Bandey Mili,Janata Dal  (Secular),15304,654,15958,5.43,0
364,Arunachal Pradesh,S02,ARUNACHAL EAST,2,C. C. Singpho,Independent,10955,538,11493,3.91,0
365,Arunachal Pradesh,S02,ARUNACHAL EAST,2,NOTA,None of the Above,5490,85,5575,1.9,0
366,Arunachal Pradesh,S02,ARUNACHAL WEST,1,KIREN RIJIJU,Bharatiya Janata Party,216494,9302,225796,63.02,0
367,Arunachal Pradesh,S02,ARUNACHAL WEST,1,NABAM TUKI,Indian National Congress,49362,1591,50953,14.22,0
368,Arunachal Pradesh,S02,ARUNACHAL WEST,1,SUBU KECHI,People's Party of Arunachal,4633,133,4766,1.33,0
369,Arunachal Pradesh,S02,ARUNACHAL WEST,1,JARJUM ETE,Janata Dal  (Secular),41509,2410,43919,12.26,0
370,Arunachal Pradesh,S02,ARUNACHAL WEST,1,JOMIN NYOKIR KARA,All India Forward Bloc,1879,42,1921,0.54,0
371,Arunachal Pradesh,S02,ARUNACHAL WEST,1,KHYODA APIK,National People's Party,26530,589,27119,7.57,0
372,Arunachal Pradesh,S02,ARUNACHAL WEST,1,RUMAK JOMOH,Independent,1878,68,1946,0.54,0
373,Arunachal Pradesh,S02,ARUNACHAL WEST,1,NOTA,None of the Above,1837,52,1889,0.53,0
374,Assam,S03,Autonomous District,3,BIREN SINGH ENGTI,Indian National Congress,141344,346,141690,22.94,0
375,Assam,S03,Autonomous District,3,HOREN SING BEY,Bharatiya Janata Party,380183,1133,381316,61.73,0
376,Assam,S03,Autonomous District,3,LIENKHOCHON,National People's Party,9920,117,10037,1.62,0
377,Assam,S03,Autonomous District,3,HOLIRAM TERANG,Autonomous State Demand Committee,36840,75,36915,5.98,0
378,Assam,S03,Autonomous District,3,JONES INGTI KATHAR,Independent,39425,158,39583,6.41,0
379,Assam,S03,Autonomous District,3,NOTA,None of the Above,8160,34,8194,1.33,0
380,Assam,S03,Barpeta,6,Abdul Khaleque,Indian National Congress,643441,1732,645173,44.23,0
381,Assam,S03,Barpeta,6,Ashahak Ali Dewan,All India Trinamool Congress,20405,61,20466,1.4,0
382,Assam,S03,Barpeta,6,Kumar Deepak Das,Asom Gana Parishad,501319,3547,504866,34.61,0
383,Assam,S03,Barpeta,6,Rafiqul Islam,All India United Democratic Front,248360,307,248667,17.05,0
384,Assam,S03,Barpeta,6,Aroon Barooa,Purvanchal Janta Party (Secular),3424,194,3618,0.25,0
385,Assam,S03,Barpeta,6,Chitralekha Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2322,60,2382,0.16,0
386,Assam,S03,Barpeta,6,Saniara Parbin,Voters Party  International,3391,46,3437,0.24,0
387,Assam,S03,Barpeta,6,Pranabjyoti Das Rajbonshi,National People's Party,2390,72,2462,0.17,0
388,Assam,S03,Barpeta,6,Bhadreswar Barman,National Republican Congress,2164,50,2214,0.15,0
389,Assam,S03,Barpeta,6,Matiar Rahman,The National Road Map Party of India,3970,3,3973,0.27,0
390,Assam,S03,Barpeta,6,Rejaul Karim,Republican Party of India (A),3345,5,3350,0.23,0
391,Assam,S03,Barpeta,6,Santanu Mukherjee,Bharatiya Gana Parishad,5279,129,5408,0.37,0
392,Assam,S03,Barpeta,6,Arfan Ali,Independent,2780,19,2799,0.19,0
393,Assam,S03,Barpeta,6,NOTA,None of the Above,9648,86,9734,0.67,0
394,Assam,S03,Dhubri,4,ABU TAHER BEPARI,Indian National Congress,492086,420,492506,29.23,0
395,Assam,S03,Dhubri,4,ZABED ISLAM,Asom Gana Parishad,398770,963,399733,23.72,0
396,Assam,S03,Dhubri,4,NURUL ISLAM CHOUDHURY,All India Trinamool Congress,12865,30,12895,0.77,0
397,Assam,S03,Dhubri,4,BADRUDDIN AJMAL,All India United Democratic Front,718131,633,718764,42.66,0
398,Assam,S03,Dhubri,4,ALAKESH ROY,Hindusthan Nirman Dal,7717,63,7780,0.46,0
399,Assam,S03,Dhubri,4,SURAT JAMAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4304,21,4325,0.26,0
400,Assam,S03,Dhubri,4,JOHIRUL ISLAM KHAN,Purvanchal Janta Party (Secular),2846,13,2859,0.17,0
401,Assam,S03,Dhubri,4,NRIPEN DAS,Bharatiya National Janta Dal,1908,164,2072,0.12,0
402,Assam,S03,Dhubri,4,MEHBUBAR RAHMAN,Republican Party of India (A),4249,1,4250,0.25,0
403,Assam,S03,Dhubri,4,SHAJAHAN SHEIKH,Voters Party  International,5625,3,5628,0.33,0
404,Assam,S03,Dhubri,4,ANAMIKA SARKAR,Independent,5566,23,5589,0.33,0
405,Assam,S03,Dhubri,4,UTTAM KUMAR RAY,Independent,3290,31,3321,0.2,0
406,Assam,S03,Dhubri,4,MIR HUSSAIN SARKAR,Independent,4138,0,4138,0.25,0
407,Assam,S03,Dhubri,4,RUKUNUR ZAMAN,Independent,4393,0,4393,0.26,0
408,Assam,S03,Dhubri,4,SHUKUR ALI,Independent,7765,9,7774,0.46,0
409,Assam,S03,Dhubri,4,NOTA,None of the Above,8963,15,8978,0.53,0
410,Assam,S03,Dibrugarh,13,PABAN SINGH GHATOWAR,Indian National Congress,294663,354,295017,29.04,0
411,Assam,S03,Dibrugarh,13,RAMESWAR TELI,Bharatiya Janata Party,657983,1600,659583,64.94,0
412,Assam,S03,Dibrugarh,13,DR. TITUS BHENGRA,Bahujan Mukti Party,6930,3,6933,0.68,0
413,Assam,S03,Dibrugarh,13,BHABEN BARUAH,National People's Party,9687,31,9718,0.96,0
414,Assam,S03,Dibrugarh,13,APURBA SAIKIA,Independent,3790,21,3811,0.38,0
415,Assam,S03,Dibrugarh,13,ISRAIL NANDA,Independent,5684,3,5687,0.56,0
416,Assam,S03,Dibrugarh,13,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5598,1,5599,0.55,0
417,Assam,S03,Dibrugarh,13,RUBUL BURAGOHAIN,Independent,8102,10,8112,0.8,0
418,Assam,S03,Dibrugarh,13,NOTA,None of the Above,21240,48,21288,2.1,0
419,Assam,S03,Gauhati,7,QUEEN OJA,Bharatiya Janata Party,1007156,1780,1008936,57.2,0
420,Assam,S03,Gauhati,7,BOBBEETA SHARMA,Indian National Congress,662776,554,663330,37.61,0
421,Assam,S03,Gauhati,7,MANOJ SHARMA,All India Trinamool Congress,10135,6,10141,0.57,0
422,Assam,S03,Gauhati,7,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2335,16,2351,0.13,0
423,Assam,S03,Gauhati,7,SADEK ALI,Republican Party of India (A),3645,5,3650,0.21,0
424,Assam,S03,Gauhati,7,PANKAJ DAS,Swarna Bharat Party,4102,8,4110,0.23,0
425,Assam,S03,Gauhati,7,PARTHA PRATIM BARUAH,Voters Party  International,2587,3,2590,0.15,0
426,Assam,S03,Gauhati,7,MAMONI SARMA,Purvanchal Janta Party (Secular),2451,5,2456,0.14,0
427,Assam,S03,Gauhati,7,RAJIB KAKATI,Hindusthan Nirman Dal,2119,3,2122,0.12,0
428,Assam,S03,Gauhati,7,RATUL KUMAR CHOUDHURY,Samajwadi Party,2378,5,2383,0.14,0
429,Assam,S03,Gauhati,7,RUBI NEOG,National Republican Congress,2050,14,2064,0.12,0
430,Assam,S03,Gauhati,7,ALIMUDDIN AHMED,Independent,2833,3,2836,0.16,0
431,Assam,S03,Gauhati,7,UPAMANYU HAZARIKA,Independent,21114,79,21193,1.2,0
432,Assam,S03,Gauhati,7,UTPAL BORGOHAIN,Independent,2748,5,2753,0.16,0
433,Assam,S03,Gauhati,7,JUNMONI DEVI KHAUND,Independent,5479,4,5483,0.31,0
434,Assam,S03,Gauhati,7,FARUK AHMED BHUYAN,Independent,9043,1,9044,0.51,0
435,Assam,S03,Gauhati,7,SHANKHA SINHA,Independent,7847,2,7849,0.45,0
436,Assam,S03,Gauhati,7,NOTA,None of the Above,10442,24,10466,0.59,0
437,Assam,S03,Jorhat,12,KANAK GOGOI,Communist Party of India,17759,90,17849,1.69,0
438,Assam,S03,Jorhat,12,TOPON KUMAR GOGOI,Bharatiya Janata Party,540942,2346,543288,51.35,0
439,Assam,S03,Jorhat,12,RIBULAYA GOGOI,All India Trinamool Congress,6058,63,6121,0.58,0
440,Assam,S03,Jorhat,12,SUSHANTA BORGOHAIN,Indian National Congress,459480,1155,460635,43.54,0
441,Assam,S03,Jorhat,12,KAMALA RAJ KONWAR,National People's Party,4989,7,4996,0.47,0
442,Assam,S03,Jorhat,12,RAJ KUMAR DUWARA,All India Forward Bloc,3431,7,3438,0.32,0
443,Assam,S03,Jorhat,12,ARBIN KUMAR BORUAH,Independent,3577,11,3588,0.34,0
444,Assam,S03,Jorhat,12,NANDITA NAG,Independent,5467,14,5481,0.52,0
445,Assam,S03,Jorhat,12,NOTA,None of the Above,12536,33,12569,1.19,0
446,Assam,S03,Kaliabor,11,Gaurav Gogoi,Indian National Congress,785014,1078,786092,55.18,0
447,Assam,S03,Kaliabor,11,Moni Madhab Mahanta,Asom Gana Parishad,574456,1642,576098,40.44,0
448,Assam,S03,Kaliabor,11,Abdul Aziz,National People's Party,9880,23,9903,0.7,0
449,Assam,S03,Kaliabor,11,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal,5650,62,5712,0.4,0
450,Assam,S03,Kaliabor,11,Md. Hariqul Islam Bhuyan,Asom Jana Morcha,5257,13,5270,0.37,0
451,Assam,S03,Kaliabor,11,Sri Jiten Gogoi,Independent,18253,91,18344,1.29,0
452,Assam,S03,Kaliabor,11,Sri Bhaskar Sarmah,Independent,7316,39,7355,0.52,0
453,Assam,S03,Kaliabor,11,NOTA,None of the Above,15845,68,15913,1.12,0
454,Assam,S03,Karimganj,1,KRIPANATH MALLAH,Bharatiya Janata Party,471946,1100,473046,44.62,0
455,Assam,S03,Karimganj,1,CHANDAN DAS,All India Trinamool Congress,4848,22,4870,0.46,0
456,Assam,S03,Karimganj,1,RADHESHYAM BISWAS,All India United Democratic Front,434519,138,434657,41.0,0
457,Assam,S03,Karimganj,1,SWARUP DAS,Indian National Congress,120293,159,120452,11.36,0
458,Assam,S03,Karimganj,1,AJOY KUMAR SARKAR,All India Forward Bloc,1537,1,1538,0.15,0
459,Assam,S03,Karimganj,1,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2518,1,2519,0.24,0
460,Assam,S03,Karimganj,1,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,1,1166,0.11,0
461,Assam,S03,Karimganj,1,ANUPAM SINGHA,Independent,1057,12,1069,0.1,0
462,Assam,S03,Karimganj,1,PARIKSHIT ROY,Independent,2765,0,2765,0.26,0
463,Assam,S03,Karimganj,1,RABINDRA CHANDRA DAS,Independent,1714,5,1719,0.16,0
464,Assam,S03,Karimganj,1,RAJU DAS,Independent,2107,4,2111,0.2,0
465,Assam,S03,Karimganj,1,RAMNARAYAN SUKLABAIDYA,Independent,1795,0,1795,0.17,0
466,Assam,S03,Karimganj,1,SATYAJIT DAS,Independent,2986,2,2988,0.28,0
467,Assam,S03,Karimganj,1,HARILAL RABIDAS,Independent,2821,1,2822,0.27,0
